G1,G2,K,Algo,FROB,FROB1,FROB2,FROB3,FROB4,FROB5,HR,HR1,HR2,HR3,HR4,HR5,TIME,CRP,CRP1,CRP2,CRP3,CRP4,CRP5,trial,local_g1,local_g2,local_g1_1,local_g2_1,local_g1_2,local_g2_2,local_g1_3,local_g2_3,local_g1_4,local_g2_4,local_g1_5,local_g2_5,initialization
football,celegans,69,Alpine++,8.717797887081348,0,0,0,0,0,114,0,0,0,0,0,61.15286827087402,59,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,uniform
football,celegans,69,Martian,8.602325267042627,0,0,0,0,0,113,0,0,0,0,0,77.19025301933289,59,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,uniform
football,celegans,69,ssSGM,13.711309200802088,0,0,0,0,0,0,0,0,0,0,0,0.4987468719482422,2,0,0,0,0,0,0,18,34,0,0,0,0,0,0,0,0,0,0,uniform
malaria,village,184,Alpine,17.08800749063506,0,0,0,0,0,304,0,0,0,0,0,24.68965482711792,153,0,0,0,0,0,0,153,154,0,0,0,0,0,0,0,0,0,0,uniform
malaria,village,184,Alpine++,13.711309200802088,0,0,0,0,0,305,0,0,0,0,0,97.12490916252136,166,0,0,0,0,0,0,166,168,0,0,0,0,0,0,0,0,0,0,uniform
malaria,village,184,Martian,9.591663046625438,0,0,0,0,0,305,0,0,0,0,0,103.50650572776794,176,0,0,0,0,0,0,176,176,0,0,0,0,0,0,0,0,0,0,uniform
malaria,village,184,ssSGM,25.98076211353316,0,0,0,0,0,0,0,0,0,0,0,1.3335323333740234,1,0,0,0,0,0,0,63,91,0,0,0,0,0,0,0,0,0,0,uniform
jazz,village,118,Alpine,19.595917942265423,0,0,0,0,0,193,0,0,0,0,0,24.8163423538208,84,0,0,0,0,0,0,84,86,0,0,0,0,0,0,0,0,0,0,uniform
jazz,village,118,Alpine++,29.017236257093817,0,0,0,0,0,193,0,0,0,0,0,88.96310639381409,7,0,0,0,0,0,0,73,56,0,0,0,0,0,0,0,0,0,0,uniform
jazz,village,118,Martian,13.379088160259652,0,0,0,0,0,197,0,0,0,0,0,92.56867027282715,102,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,uniform
jazz,village,118,ssSGM,20.92844953645635,0,0,0,0,0,0,0,0,0,0,0,0.6401271820068359,0,0,0,0,0,0,0,19,53,0,0,0,0,0,0,0,0,0,0,uniform
football,village,69,Alpine,7.483314773547883,0,0,0,0,0,114,0,0,0,0,0,13.290527105331421,60,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,uniform
football,village,69,Alpine++,6.324555320336759,0,0,0,0,0,114,0,0,0,0,0,49.683884382247925,61,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,uniform
football,village,69,Martian,6.324555320336759,0,0,0,0,0,114,0,0,0,0,0,65.70618629455566,60,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,uniform
football,village,69,ssSGM,12.649110640673518,0,0,0,0,0,0,0,0,0,0,0,0.3587160110473633,0,0,0,0,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,uniform
jazz,malaria,118,Alpine,9.16515138991168,0,0,0,0,0,194,0,0,0,0,0,21.769471168518066,104,0,0,0,0,0,0,104,105,0,0,0,0,0,0,0,0,0,0,uniform
jazz,malaria,118,Alpine++,8.366600265340756,0,0,0,0,0,194,0,0,0,0,0,93.93455815315247,106,0,0,0,0,0,0,106,107,0,0,0,0,0,0,0,0,0,0,uniform
jazz,malaria,118,Martian,8.831760866327848,0,0,0,0,0,193,0,0,0,0,0,93.5710289478302,113,0,0,0,0,0,0,113,113,0,0,0,0,0,0,0,0,0,0,uniform
jazz,malaria,118,ssSGM,21.6794833886788,0,0,0,0,0,0,0,0,0,0,0,0.389660120010376,1,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,uniform
football,malaria,69,Alpine,5.291502622129181,0,0,0,0,0,114,0,0,0,0,0,14.858421564102173,62,0,0,0,0,0,0,63,64,0,0,0,0,0,0,0,0,0,0,uniform
football,malaria,69,Alpine++,14.0,0,0,0,0,0,114,0,0,0,0,0,57.38877272605896,36,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,0,uniform
football,malaria,69,Martian,9.797958971132712,0,0,0,0,0,114,0,0,0,0,0,71.25112438201904,53,0,0,0,0,0,0,53,60,0,0,0,0,0,0,0,0,0,0,uniform
football,malaria,69,ssSGM,12.0,0,0,0,0,0,0,0,0,0,0,0,0.20877432823181152,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,uniform
football,jazz,69,Alpine,16.673332000533065,0,0,0,0,0,110,0,0,0,0,0,7.225828409194946,5,0,0,0,0,0,0,23,37,0,0,0,0,0,0,0,0,0,0,uniform
football,jazz,69,Alpine++,15.874507866387544,0,0,0,0,0,114,0,0,0,0,0,20.954723119735718,5,0,0,0,0,0,0,21,37,0,0,0,0,0,0,0,0,0,0,uniform
football,jazz,69,Martian,24.576411454889016,0,0,0,0,0,114,0,0,0,0,0,41.54419493675232,4,0,0,0,0,0,0,31,49,0,0,0,0,0,0,0,0,0,0,uniform
football,jazz,69,ssSGM,14.0,0,0,0,0,0,0,0,0,0,0,0,0.17255520820617676,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,uniform
